0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,572
0,567
0,548
0,540
0,529
0,508
0,495
0,480
1,444
1,423
2,397
4,339
5,307
7,273
9,202
9,164
11,123
13,41
13,1
16,0
18,0
21,0
25,0
29,0
33,0
37,0
39,0
43,0
44,0
46,0
48,0
50,0
50,0
52,0
55,0
61,0
63,0
67,0
71,0
73,0
75,0
77,0
79,0
86,0
88,0
90,0
97,0
101,0
103,0
107,0
109,0
111,0
115,0
117,0
119,0
120,0
120,0
120,0
120,0
120,13
120,26
120,46
117,117
116,167
111,267
109,337
101,501
96,595
94,693
80,719
75,719
69,719
61,719
54,719
47,719
33,719
27,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,719
0,716
1,674
3,647
6,559
11,469
15,407
23,267
27,191
31,110
45,0
49,0
56,0
61,0
77,0
79,0
81,0
83,0
85,0
87,0
94,0
96,0
105,0
107,0
109,0
111,0
115,0
118,0
122,0
122,0
124,0
127,0
129,0
129,0
130,0
130,0
130,0
130,9
130,22
130,59
125,119
124,160
120,264
116,332
112,408
107,489
96,719
91,719
87,719
73,719
69,719
65,719
61,719
56,719
49,719
47,719
45,719
36,719
33,719
29,719
23,719
21,719
18,719
12,719
10,719
9,719
7,719
6,719
6,719
6,718
6,707
6,693
8,646
10,607
12,559
23,401
25,333
31,259
39,47
46,0
51,0
61,0
63,0
77,0
79,0
83,0
90,0
94,0
98,0
100,0
102,0
106,0
107,0
107,0
108,0
108,0
108,0
108,3
108,11
108,23
107,81
105,113
100,231
98,283
94,343
88,474
86,541
75,719
73,719
68,719
59,719
57,719
55,719
45,719
41,719
39,719
31,719
31,719
29,719
27,719
27,719
27,719
27,719
27,719
27,698
27,681
29,605
31,566
33,523
34,479
40,372
42,315
51,155
53,92
57,29
65,0
69,0
75,0
77,0
79,0
83,0
85,0
87,0
88,0
89,0
89,0
90,0
90,0
90,0
90,7
90,25
90,39
89,55
89,77
88,143
86,187
84,268
78,379
76,442
69,623
65,700
63,719
59,719
50,719
43,719
35,719
33,719
28,719
25,719
21,719
19,719
16,719
16,719
15,719
15,719
15,713
15,701
15,685
15,665
20,572
21,528
23,482
28,335
32,270
40,133
44,60
55,0
59,0
64,0
75,0
77,0
81,0
87,0
89,0
91,0
94,0
97,0
99,0
103,0
103,0
103,0
103,0
103,0
103,0
103,11
103,23
103,51
101,101
101,131
98,208
96,251
94,330
90,423
90,469
86,553
82,646
80,690
79,719
77,719
75,719
73,719
70,719
70,719
68,719
67,719
66,719
65,719
65,719
63,719
63,719
63,719
63,719
63,716
63,715
63,705
63,689
64,676
65,668
69,651
77,637
82,628
97,608
112,592
120,583
139,568
147,561
166,549
183,538
191,533
211,522
226,513
244,503
254,499
266,495
291,486
317,479
330,475
357,467
383,461
411,456
429,452
468,447
486,444
521,437
555,431
573,427
607,420
639,414
655,410
669,405
683,402
721,393
735,390
748,389
785,385
798,385
811,384
838,383
852,382
867,381
905,378
918,377
931,374
972,367
985,365
999,364
1025,361
1039,359
1060,355
1083,352
1093,352
1108,351
1123,351
1125,351
1129,351
1132,351
1133,351
1134,351
1135,351
1135,351
1135,351
1135,351
1135,351
1135,351
1135,351
1135,351
1135,351
1135,351
1135,351
1137,351
1141,351
1149,351
1154,351
1165,351
1173,351
1175,351
1177,351
1177,351
1177,351
1177,351
1178,351
1179,351
1180,351
1184,349
1187,349
1189,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
1191,349
