426,261
415,275
395,321
392,337
387,375
389,415
391,429
399,455
408,479
408,479
419,507
423,513
427,518
444,527
472,526
492,521
536,508
575,495
599,487
665,467
762,439
858,421
900,417
969,415
1008,416
1023,418
1041,418
1057,414
1059,413
1064,407
1068,401
1069,396
1071,386
1069,363
1065,352
1052,329
1041,313
1008,269
967,223
945,199
874,147
803,112
767,100
700,83
666,77
611,69
555,65
535,62
495,59
464,59
439,63
427,69
403,81
387,94
383,98
371,114
361,143
353,170
351,193
348,247
353,292
355,315
363,343
367,355
374,369
382,379
389,381
408,383
447,367
473,352
523,317
584,269
609,249
679,195
742,145
777,125
835,91
859,80
904,62
925,55
925,55
951,49
971,49
983,49
1002,56
1024,66
1035,73
1050,84
1064,101
1069,109
1078,125
1081,132
1086,145
1090,157
1091,166
1094,183
1096,199
1097,207
1098,218
1098,226
1098,229
1098,233
1099,235
1099,238
1104,245
1107,249
1117,258
1128,265
1131,268
1142,271
1154,273
1159,273
1171,273
1180,273
1183,273
1187,273
1190,273
1191,274
1192,275
1193,275
1193,277
1193,285
1190,297
1189,302
1184,309
1181,313
1179,315
1177,319
1174,323
1173,325
1172,327
1171,329
1171,330
1171,331
1171,333
1171,334
1174,338
1176,339
1180,342
1183,342
1183,342
1185,342
1185,341
1187,340
1187,339
1187,339
1188,339
1189,339
1189,339
1190,339
1191,339
1191,339
1191,340
1191,341
1191,342
1191,343
1191,345
1191,347
1191,347
1191,348
1191,348
1191,349
1191,349
1191,350
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
1191,351
